x,y
-0.08352217922061554,-0.5220822474891658
-0.3420778586420147,0.2808874079241266
-0.01608431047387092,0.04119869136122663
0.37264461643149976,-0.06463862955788031
-0.7933304237055667,-0.2442630389778703
0.6801647350172293,-0.058284775769068944
-0.24684468844204385,0.3281352447594745
0.8527145116098203,-0.3607890195843529
0.24674396564095605,0.2945028951723413
0.08144426736079576,-0.9937314272528891
0.1191454034311796,-0.5336159306752937
-0.5317662028352536,0.5266761667539654
-0.10260117104534865,0.11527763544320485
0.573573568533307,0.29645916002768846
-0.37599497713277424,0.3210890955572664
-0.006021521892505113,0.748725932052295
-0.3913462196708639,0.6965903392619864
-0.09897807928479734,-0.16594377495308985
0.40006495832916544,0.6614300659733575
0.20326916340577406,-0.13082024916624277
0.18973789291613996,0.7639115311052639
-0.33134631527795244,-0.8380490300023438
0.2674215050376087,-0.09586278413532287
-0.2665179904259132,0.34222394935782824
0.22657165226634926,0.2825135215037769
-0.15867327262969746,0.7991236903438602
0.34022306041347516,-0.5248848428554375
-0.8114617668025883,0.2228718683268215
-0.07329387051362221,0.052255283753016205
-0.40936896912894594,0.07481786818742482
0.14192211846214595,-0.2839861007033663
-0.1454247777890013,0.08398016484331586
0.6410953392916968,0.30749618197309764
-0.5130609567359444,-0.159854747230898
-0.5958040210146571,0.45574226567261267
0.6431706947089947,-0.17653156444648324
-0.3147524840699106,0.727169105638326
-0.025948146164862282,-0.18673066050184176
-0.7555207107657798,-0.2788637648747684
-0.44857084546505666,-0.17014136124812748
-0.06483286847640349,0.16492358492006895
-0.09711333300620408,-0.11651078894490988
-0.21512445803484917,-0.5381334604941027
-0.5309288051145682,-0.6921390533064758
-0.8496760699404863,-0.05788808724282707
0.2635840271228784,0.21285244010042076
0.24634099337767645,-0.2557047225703094
0.6167809533071648,-0.2689847898780922
0.934789628903662,-0.2537632353211012
-0.31764185963248376,-0.4248433710079766
-0.1690460423580919,-0.11058773356720866
0.12918950970505938,-0.589187196069161
0.6650606596856188,-0.22078665007569143
0.6136021625896733,-0.2744593081040484
-0.17205038585165527,-0.11339243518670426
-0.7396236888466543,-0.4080515431349121
0.08678479762364524,-0.5910962032990768
0.30335207736774056,-0.005959379683241431
-0.20247957897338742,-0.04925706580258525
0.5937104950545185,0.2154318794259728
-0.8284572350526509,-0.11445222548770395
0.137086839217751,-0.46819068071385783
0.8867824430474273,-0.25523830501609823
-0.1594303639945826,0.05240382806564884
-0.8557258492526757,0.007082555628778117
0.41323287378865853,0.5579772185601839
-0.5005863022579422,0.5468653824791727
0.6279195052803845,0.3785671605221162
-0.8491431058847198,0.242324116236276
-0.15655457175898213,0.4412344992656933
0.2877412317110852,0.7427553992074252
-0.41467498439172346,-0.24461090441904115
-0.43543456680919634,0.17090287955327058
0.6679039980392507,-0.18064883982548494
0.02077561979163306,0.11503320548210999
-0.01085142173943715,0.38428649608110166
-0.4497728382945183,-0.33209449641398586
-0.010839269526338041,0.041762136562546445
0.027076583083513184,-0.19754744726685514
0.39817758798479386,0.15635505203928318
0.5338846643548414,-0.2770384913749921
0.43819824796163037,0.5615606797910346
-0.4145770741256465,0.30454843932375275
-0.5240166835184129,-0.20030289081626973
-0.3200856187997664,0.29828858567905797
-0.20834441743240678,-0.591602298575959
0.5717968796295442,-0.7777898458626917
-0.38233449060499747,0.37677893245192184
0.6818504958797653,-0.7262110010449384
-0.6981936592593005,0.4126028839747217
0.5747523131171678,0.40912762447794854
-0.360927066315837,0.3218381907388248
-0.10440556658879824,-0.49571228909223447
0.27631930984353636,-0.2898491624325568
0.12874950619775863,-0.2759014651577294
0.376165539816114,0.5161732600352205
0.11624670353460506,0.4502128948576289
0.9341564050553959,-0.3271358459380889
0.4023198832584664,0.5564214208437892
0.3194435184830643,-0.0775665800207444
-0.15383729869374924,0.4263979172909998
0.29946501511376633,-0.11328141127853975
0.06098658476002335,-0.2240877852079449
0.3614250706438319,-0.49856298593159804
-0.09926668079052164,-0.653316834543637
-0.8798132916003581,0.10394064935188949
0.41236606725828207,0.05110699449538372
-0.45045558520694723,-0.7791032927250768
-0.12300763781306272,0.033888188091567656
0.2586640490190277,0.20001303497224573
-0.45907339682286047,-0.1378273854452119
0.7251757125237468,-0.5633571326258522
0.39006938142174535,-0.4854626477103832
-0.047434587042773035,-0.48898247014241675
-0.3059873492115058,0.715709478108527
-0.81540851242908,-0.21264808872849353
-0.22739667815393666,-0.2144718297666797
0.36090762957712214,-0.4404809092175481
0.06784426894289833,-0.27718613422884114
-0.1772369492086331,0.4646092505645536
-0.8271291683901669,-0.12463130614217452
-0.851288940680389,-0.12750751086393414
0.27268152470899437,-0.9320929662764167
0.8294959955985897,-0.5367101372986589
0.9036514136925481,-0.3319807468640607
0.8032909876190165,-0.6995662042934786
0.2890963628509486,-0.03071812256165897
-0.016658657005801505,0.09237223138225092
0.22513156095176218,0.43544063467016036
0.03478664045480963,-0.29084717404917615
-0.46581265836791264,0.14085778029582918
-0.32238259304899974,-0.42446005336840564
-0.11007791044828971,-0.11660507639148018
0.07274843876764267,0.4449875674299745
0.12361616503643848,-0.2911042381324505
-0.2503215290395347,0.028665166615708126
-0.7318726980091321,-0.48098535264383113
0.5572997487407713,0.4550899981447188
0.9805662116184953,-0.3925195603909914
0.34866722256512717,0.1941332019890953
0.029491746739412836,0.046618372605925704
-0.7842468635041279,-0.30767343022297905
-0.20028581934365258,0.3549691652740838
-0.018227711222385555,-0.15800597150759743
-0.6341221254675068,0.46211450262097026
0.35441563906557255,0.0226541387909229
-0.5197790927954288,-0.7226583232722108
-0.05757714744647606,0.11822209815496268
-0.02821037023557764,-0.2408518794652809
0.6874072404628517,0.34798448777603286
0.1725732164428013,0.3129594785725359
-0.37084606746806703,0.2949264413025976
0.20093260005680155,-0.23868588561374088
-0.16486325015885192,-0.10015835820214083
-0.2517293643867839,0.35106119961504945
0.1779128596678278,-0.25821124222737124
0.4783698328091358,0.4382389454587005
-0.2917074076316164,0.22993197285156305
0.6754667110193288,0.011429048245654674
0.9304506087211446,-0.22397348629159652
-0.5037025305399713,-0.24568110989967396
0.0021690794030360516,-0.8974382854368782
-0.13064341939920346,-0.03358408896710002
-0.41568384819811427,-0.4279698583330328
0.5796456248267918,0.05071635824859215
-0.6310538411833644,-0.6820801620299418
-0.2787387381142266,0.3540524828661297
0.6893869557913301,0.21930342478665793
0.4487959858033397,0.6318364108017227
0.2244324053566314,0.33478066394254785
-0.3698335300965854,0.13032392177322427
-0.7518378523634146,-0.2954831663692524
-0.07580460863298034,0.03454911454589284
0.19477888633168344,-0.1984205115733928
0.3761297023864497,-0.11142068875415631
-0.8534329413899033,-0.47511283488586775
-0.4640625551717699,0.2501032844762664
0.7411677630714784,-0.6606682599187426
-0.3088199156530273,-0.8324114312524076
-0.0013482969863980454,-0.20924058215987437
0.5852900534349798,0.18989575679375123
-0.49493652880116934,-0.0764804942998277
0.35661437497357723,-0.10088923248782444
-0.5073318180627482,-0.054408214130890746
1.0320450174212297,-0.104935836368351
0.3292339629383748,0.07363294728918193
0.10079631059787701,-0.5575040054046527
-0.06593305459348728,-0.9013074939333032
-0.10615072832217025,-0.6016063721878134
-0.024931850489618837,0.09129388711503038
-0.2834786406996112,0.7061045143050483
0.31873001225706166,0.04716429032343142
0.2852363305208019,-0.5551467612118292
-0.00022705468954625253,-0.21481262779462146
-0.10191336547086453,-0.11582966928971576
-0.16173185028556378,-0.13621010607229636
0.22354585976655614,-0.19024389681719756
-0.38461489193388676,-0.3273350445178321
-0.7052984806328819,0.29683523867319916
-0.8778404026185788,0.11560596524915201
-0.2519467607966512,-0.045427833527254206
0.6376611318159832,0.007534648302100183
0.3506117072736618,0.2475552630850135
0.21503807480799425,-0.19244439211134104
0.7009885548942012,-0.07131610924466758
-0.058721569484907234,-0.22895541556461707
-0.5755743810669235,0.6116754819906922
-0.04821358903337681,-0.0294639594958237
0.17763767452745588,-0.2840972725543701
0.14471308483286807,-0.9252747630365017
-0.12354444829311347,-0.1761149391641643
0.5845081545166766,-0.0242150625715388
-0.11658943132589422,-0.840655717226893
-0.3647299853139205,-0.2980017351494471
-0.4904772267278928,-0.14482355627039398
0.317575469108093,0.24995588360688575
0.9125061222651497,-0.1781780975944804
-0.46160580385651734,-0.3087015688876421
0.5292768068364034,-0.8123466257276862
0.2467522148468937,0.20295248163776392
-0.04221263344380847,-0.9433053682587252
0.26816274587823324,-0.1701736599788776
0.26982521341152516,0.23405557550491074
0.10508879802647064,0.7333699929908675
0.2850648093928546,0.7331772281698693
-0.2326523238162213,0.6599795316914269
-0.6463224702980742,-0.16239101254636387
-0.38659909493507005,0.24080552128538177
0.6303019462034214,-0.7925285673925064
-0.017288329997937793,-0.2410987054507897
0.6361139123853523,0.2990826284202488
-0.8302402124058591,-0.19335208747505134
-0.12332431364926191,-0.5223978912072962
-0.15330345712296167,0.04249441065475659
-0.47145055347166026,-0.07339761005302847
-0.21456558188541375,0.07306318732565263
-0.8108867013230245,-0.47385521176454576
0.6736023280225512,-0.2081621004428237
-0.41910894371494983,0.34039237691649055
-0.030192142947897883,0.7891724152689991
-0.45638424012847856,-0.3287021845817113
0.29474796914332746,-0.061180312220515135
-0.7971166736670927,-0.000767624292629443
-0.035348228059751484,0.06668689842995092
-0.447626061438231,-0.21422707672689065
0.28416251836723916,0.7110374715573726
-0.12119264087506805,-0.14709771817670328
0.2844523671554678,0.07130058065963074
-0.17291120425729095,0.04925396375281583
-0.8427840716598921,-0.36853298282705693
-0.8382958724257028,0.2906151553957589
0.027178328111146413,0.1198131136944566
-0.38977082233653126,-0.7359614602258149
-0.1629682739508407,-0.954016004487807
-0.383094500644921,0.667983228929132
-0.6209160006121356,0.04223110697224025
-0.7267636857844366,-0.1710971275107914
-0.0660915575438284,-0.22525706815387053
-0.06566799469904319,0.061628078918746165
0.4181048709309222,-0.039040549873600186
-0.6646688881251924,-0.6377322224536174
0.0978730062107139,0.8646460714149511
-0.19957611635729353,-0.07555403152948234
0.44779161086912367,-0.38640702226026363
-0.22362446181773496,-0.19231239650337748
-0.09454429325575156,-0.5679491191001926
0.5055139365317672,-0.4170431418845911
0.09582107144494027,0.701510989248336
0.22545934795011385,0.2909235953927285
0.37454620452048804,0.011910028991795437
0.08207649582918689,-0.25943093274864915
-0.4246348737035505,0.11253489273629497
-0.331242683915638,-0.33395579761354593
-0.7817586945320162,-0.0005102358716817246
0.2609484961121743,0.3765612254732753
0.07701273065174154,0.3183863293651464
-0.09720048334207235,-0.1586827873893087
0.600437589834752,-0.7166089755025775
-0.20735591704212497,0.02108481731077176
